,hr,ndcg
0,0.09538002980625931,0.04390597812347893
1,0.10581222056631892,0.04775881195091648
2,0.09687034277198212,0.045735876709488046
3,0.09538002980625931,0.04383561539151307
4,0.09538002980625931,0.041861141767680056
5,0.08494783904619971,0.03806524131808269
6,0.08643815201192251,0.03918583670598645
7,0.08196721311475409,0.036293959210820854
8,0.09388971684053651,0.0391765580751747
9,0.08792846497764531,0.03957817523996619
10,0.08792846497764531,0.03757990214051235
11,0.08494783904619971,0.038644142238865885
12,0.08792846497764531,0.04360680396219869
13,0.11028315946348734,0.052771387772368776
14,0.12667660208643816,0.06040126759811998
15,0.15350223546944858,0.07576704888163063
16,0.18181818181818182,0.09548788323529289
17,0.2488822652757079,0.1301354179999612
18,0.28912071535022354,0.1590040212837195
19,0.3412816691505216,0.18854940180111518
20,0.38002980625931443,0.21487599855996237
21,0.4217585692995529,0.2422079968771877
22,0.47242921013412814,0.27002469478561847
23,0.4992548435171386,0.2879451016334512
24,0.5275707898658718,0.3050588906048828
25,0.5529061102831595,0.3240477549509129
26,0.5797317436661699,0.34078039518297293
27,0.587183308494784,0.35244899398504437
28,0.6110283159463488,0.369362308688905
29,0.6214605067064084,0.3767676951914906
30,0.639344262295082,0.3866181753964272
31,0.6616989567809239,0.39545037796964094
32,0.6676602086438153,0.39784248004184164
33,0.6736214605067065,0.4003395161275114
34,0.6825633383010432,0.40613122844937255
35,0.6810730253353204,0.4057677357531606
36,0.6795827123695977,0.40621221976200406
37,0.684053651266766,0.41019752257285713
38,0.6915052160953801,0.41306821100634256
39,0.6915052160953801,0.4108021442218864
40,0.6944858420268256,0.4121223466588699
41,0.6959761549925484,0.4129521826616746
42,0.6959761549925484,0.4147469963270346
43,0.6929955290611028,0.4155899622414857
44,0.6900149031296572,0.4144260189075769
45,0.6959761549925484,0.41542611744218066
46,0.6915052160953801,0.414980891499185
47,0.6974664679582713,0.41788873585627817
48,0.6944858420268256,0.41814662584584894
49,0.6974664679582713,0.4197592112942366
50,0.6885245901639344,0.4158455855420079
51,0.6870342771982116,0.41870444183165034
52,0.6915052160953801,0.42104887210134345
53,0.6900149031296572,0.4212746831450471
54,0.6885245901639344,0.42064352479435996
55,0.6929955290611028,0.4223515189967041
56,0.6974664679582713,0.42502367388394985
57,0.6944858420268256,0.42648602588649176
58,0.6944858420268256,0.42753964019715957
59,0.6959761549925484,0.42900717797337756
60,0.6959761549925484,0.4305240058080215
61,0.6959761549925484,0.43185500179013503
62,0.698956780923994,0.43381808310505104
63,0.7004470938897168,0.4342914328192614
64,0.7034277198211625,0.4344539433172264
65,0.7034277198211625,0.4330756298752196
66,0.7019374068554396,0.4347857341286345
67,0.7019374068554396,0.4333972784611494
68,0.7049180327868853,0.4351055646835964
69,0.7034277198211625,0.43478447415155735
70,0.7019374068554396,0.4355723119440459
71,0.706408345752608,0.4378560455595185
72,0.7034277198211625,0.43591694189101143
73,0.7078986587183308,0.4367354914678701
74,0.7108792846497765,0.4358161338374901
75,0.7108792846497765,0.43637003708665567
76,0.7123695976154992,0.43611364809666714
77,0.7108792846497765,0.4357118959122485
78,0.7108792846497765,0.4376921336559214
79,0.7123695976154992,0.43759466271162073
80,0.713859910581222,0.4372202842509049
81,0.7153502235469449,0.4371157691505868
82,0.7198211624441133,0.4388742562960233
83,0.7198211624441133,0.4376614389581436
84,0.7213114754098361,0.4371127801843691
85,0.7198211624441133,0.4372615916142333
86,0.7183308494783904,0.4370460727099918
87,0.7168405365126677,0.43719907332797653
88,0.7168405365126677,0.43747461320595504
89,0.7183308494783904,0.43686214484534847
90,0.7183308494783904,0.43826751844514666
91,0.7213114754098361,0.4381102952952552
92,0.7198211624441133,0.43687088670456525
93,0.7198211624441133,0.4369804321915771
94,0.7168405365126677,0.43606188449472527
95,0.7183308494783904,0.4370556363235921
96,0.7228017883755589,0.4392947755537726
97,0.7242921013412816,0.43953064939645226
98,0.7257824143070045,0.4398262735885527
99,0.7257824143070045,0.4412566271246412
100,0.7272727272727273,0.4405180857814425
