,hr,ndcg
0,0.09420529801324504,0.04267909491690591
1,0.49503311258278143,0.27535079133766566
2,0.571523178807947,0.3243681684511708
3,0.6127483443708609,0.3497097974221429
4,0.631953642384106,0.36313711401393783
5,0.6437086092715232,0.3702935092757734
6,0.6496688741721854,0.3740943030212949
7,0.6526490066225166,0.3802831422351257
8,0.6605960264900662,0.38197520702297355
9,0.6602649006622516,0.3850766417374258
10,0.6639072847682119,0.3858494631985441
11,0.6662251655629139,0.38573633966583826
12,0.6678807947019868,0.38765298329434317
13,0.6660596026490067,0.39021325223455516
14,0.6688741721854304,0.39162136966833805
15,0.6665562913907285,0.3908186651648879
16,0.6660596026490067,0.38958272078569234
17,0.6705298013245033,0.39065351888447253
18,0.6620860927152318,0.38690546611910354
19,0.6644039735099337,0.3887619923041519
20,0.6640728476821192,0.38867158577708866
21,0.6647350993377483,0.38765076600175685
22,0.6640728476821192,0.3858323569373174
23,0.6602649006622516,0.3871266392043348
24,0.6589403973509934,0.3871893004628229
25,0.6572847682119205,0.3849405510449459
26,0.6614238410596026,0.38572344954894316
27,0.6571192052980133,0.3838278258110207
28,0.6567880794701987,0.38377705295303566
29,0.6544701986754967,0.38327271775752125
30,0.6549668874172185,0.3810109546014332
